mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 131     | Campbell                          | South Dakota   |
| 1309    | Charles Mix                       | South Dakota   |
| 375     | Clark                             | South Dakota   |
| 1810    | Clay                              | South Dakota   |
| 4029    | Codington                         | South Dakota   |
| 472     | Corson                            | South Dakota   |
| 763     | Custer                            | South Dakota   |
| 2971    | Davison                           | South Dakota   |
| 673     | Day                               | South Dakota   |
| 476     | Deuel                             | South Dakota   |
| 1423    | Dewey                             | South Dakota   |
| 434     | Douglas                           | South Dakota   |
| 486     | Edmunds                           | South Dakota   |
| 546     | Fall River                        | South Dakota   |
| 362     | Faulk                             | South Dakota   |
| 981     | Grant                             | South Dakota   |
| 547     | Gregory                           | South Dakota   |
| 256     | Haakon                            | South Dakota   |
| 722     | Hamlin                            | South Dakota   |
| 343     | Hand                              | South Dakota   |
| 367     | Hanson                            | South Dakota   |
| 92      | Harding                           | South Dakota   |
| 2321    | Hughes                            | South Dakota   |
| 790     | Hutchinson                        | South Dakota   |
| 139     | Hyde                              | South Dakota   |
| 280     | Jackson                           | South Dakota   |
| 275     | Jerauld                           | South Dakota   |
| 85      | Jones                             | South Dakota   |
| 647     | Kingsbury                         | South Dakota   |
| 1219    | Lake                              | South Dakota   |
| 2834    | Lawrence                          | South Dakota   |
| 7856    | Lincoln                           | South Dakota   |
| 603     | Lyman                             | South Dakota   |
| 337     | Marshall                          | South Dakota   |
| 750     | McCook                            | South Dakota   |
| 241     | McPherson                         | South Dakota   |
| 2618    | Meade                             | South Dakota   |
| 257     | Mellette                          | South Dakota   |
| 274     | Miner                             | South Dakota   |
| 28333   | Minnehaha                         | South Dakota   |
| 620     | Moody                             | South Dakota   |
| 2065    | Oglala Lakota                     | South Dakota   |
| 12994   | Pennington                        | South Dakota   |
| 348     | Perkins                           | South Dakota   |
| 377     | Potter                            | South Dakota   |
| 1224    | Roberts                           | South Dakota   |
| 335     | Sanborn                           | South Dakota   |
| 803     | Spink                             | South Dakota   |
| 335     | Stanley                           | South Dakota   |
| 137     | Sully                             | South Dakota   |
| 1219    | Todd                              | South Dakota   |
| 713     | Tripp                             | South Dakota   |
| 1074    | Turner                            | South Dakota   |
| 2006    | Union                             | South Dakota   |
| 730     | Walworth                          | South Dakota   |
| 2818    | Yankton                           | South Dakota   |
| 337     | Ziebach                           | South Dakota   |
| 8113    | Anderson                          | Tennessee      |
| 5848    | Bedford                           | Tennessee      |
| 1513    | Benton                            | Tennessee      |
| 2014    | Bledsoe                           | Tennessee      |
| 14213   | Blount                            | Tennessee      |
| 13111   | Bradley                           | Tennessee      |
| 3837    | Campbell                          | Tennessee      |
| 1789    | Cannon                            | Tennessee      |
| 3494    | Carroll                           | Tennessee      |
| 6004    | Carter                            | Tennessee      |
| 3987    | Cheatham                          | Tennessee      |
| 2027    | Chester                           | Tennessee      |
| 2853    | Claiborne                         | Tennessee      |
| 1072    | Clay                              | Tennessee      |
| 4046    | Cocke                             | Tennessee      |
| 6442    | Coffee                            | Tennessee      |
| 1976    | Crockett                          | Tennessee      |
| 6141    | Cumberland                        | Tennessee      |
| 90336   | Davidson                          | Tennessee      |
| 2676    | DeKalb                            | Tennessee      |
| 1544    | Decatur                           | Tennessee      |
| 6303    | Dickson                           | Tennessee      |
| 5250    | Dyer                              | Tennessee      |
| 4693    | Fayette                           | Tennessee      |
| 2303    | Fentress                          | Tennessee      |
| 4771    | Franklin                          | Tennessee      |
| 6204    | Gibson                            | Tennessee      |
| 3759    | Giles                             | Tennessee      |
| 2452    | Grainger                          | Tennessee      |
| 7317    | Greene                            | Tennessee      |
| 1705    | Grundy                            | Tennessee      |
| 8097    | Hamblen                           | Tennessee      |
| 41020   | Hamilton                          | Tennessee      |
| 500     | Hancock                           | Tennessee      |
| 3394    | Hardeman                          | Tennessee      |
| 3324    | Hardin                            | Tennessee      |
| 5302    | Hawkins                           | Tennessee      |
| 2652    | Haywood                           | Tennessee      |
| 3626    | Henderson                         | Tennessee      |
| 3018    | Henry                             | Tennessee      |
| 2679    | Hickman                           | Tennessee      |
| 1039    | Houston                           | Tennessee      |
| 1558    | Humphreys                         | Tennessee      |
| 1257    | Jackson                           | Tennessee      |
| 5729    | Jefferson                         | Tennessee      |
| 2175    | Johnson                           | Tennessee      |
| 47555   | Knox                              | Tennessee      |
| 1679    | Lake                              | Tennessee      |
| 3100    | Lauderdale                        | Tennessee      |
| 5582    | Lawrence                          | Tennessee      |
| 1476    | Lewis                             | Tennessee      |
| 4167    | Lincoln                           | Tennessee      |
| 5745    | Loudon                            | Tennessee      |
| 3379    | Macon                             | Tennessee      |
| 10143   | Madison                           | Tennessee      |
| 2963    | Marion                            | Tennessee      |
| 3931    | Marshall                          | Tennessee      |
| 12284   | Maury                             | Tennessee      |
| 5975    | McMinn                            | Tennessee      |
| 2693    | McNairy                           | Tennessee      |
| 1270    | Meigs                             | Tennessee      |
| 5406    | Monroe                            | Tennessee      |
| 17563   | Montgomery                        | Tennessee      |
| 947     | Moore                             | Tennessee      |
| 2314    | Morgan                            | Tennessee      |
| 4371    | Obion                             | Tennessee      |
| 2867    | Overton                           | Tennessee      |
| 1036    | Perry                             | Tennessee      |
| 748     | Pickett                           | Tennessee      |
| 1798    | Polk                              | Tennessee      |
| 10671   | Putnam                            | Tennessee      |
| 4163    | Rhea                              | Tennessee      |
| 5950    | Roane                             | Tennessee      |
| 9043    | Robertson                         | Tennessee      |
| 38847   | Rutherford                        | Tennessee      |
| 2891    | Scott                             | Tennessee      |
| 1577    | Sequatchie                        | Tennessee      |
| 12182   | Sevier                            | Tennessee      |
| 88908   | Shelby                            | Tennessee      |
| 2583    | Smith                             | Tennessee      |
| 1248    | Stewart                           | Tennessee      |
| 14527   | Sullivan                          | Tennessee      |
| 21597   | Sumner                            | Tennessee      |
| 6986    | Tipton                            | Tennessee      |
| 2401    | Trousdale                         | Tennessee      |
| 1822    | Unicoi                            | Tennessee      |
| 1742    | Union                             | Tennessee      |
| 798     | Van Buren                         | Tennessee      |
| 5337    | Warren                            | Tennessee      |
| 12856   | Washington                        | Tennessee      |
| 2888    | Wayne                             | Tennessee      |
| 3800    | Weakley                           | Tennessee      |
| 3403    | White                             | Tennessee      |
| 25536   | Williamson                        | Tennessee      |
| 16662   | Wilson                            | Tennessee      |
| 6075    | Anderson                          | Texas          |
| 1695    | Andrews                           | Texas          |
| 7984    | Angelina                          | Texas          |
| 1152    | Aransas                           | Texas          |
| 778     | Archer                            | Texas          |
| 149     | Armstrong                         | Texas          |
| 5436    | Atascosa                          | Texas          |
| 1887    | Austin                            | Texas          |
| 799     | Bailey                            | Texas          |
| 1285    | Bandera                           | Texas          |
| 8528    | Bastrop                           | Texas          |
| 291     | Baylor                            | Texas          |
| 3459    | Bee                               | Texas          |
| 20810   | Bell                              | Texas          |
| 198580  | Bexar                             | Texas          |
| 687     | Blanco                            | Texas          |
| 21      | Borden                            | Texas          |
| 1602    | Bosque                            | Texas          |
| 6674    | Bowie                             | Texas          |
| 33669   | Brazoria                          | Texas          |
| 21462   | Brazos                            | Texas          |
| 890     | Brewster                          | Texas          |
| 137     | Briscoe                           | Texas          |
| 761     | Brooks                            | Texas          |
| 4156    | Brown                             | Texas          |
| 2219    | Burleson                          | Texas          |
| 4284    | Burnet                            | Texas          |
| 5229    | Caldwell                          | Texas          |
| 2050    | Calhoun                           | Texas          |
| 1147    | Callahan                          | Texas          |
| 37566   | Cameron                           | Texas          |
| 1189    | Camp                              | Texas          |
| 401     | Carson                            | Texas          |
| 1797    | Cass                              | Texas          |
| 903     | Castro                            | Texas          |
| 4322    | Chambers                          | Texas          |
| 4048    | Cherokee                          | Texas          |
| 1336    | Childress                         | Texas          |
| 1004    | Clay                              | Texas          |
| 252     | Cochran                           | Texas          |
| 472     | Coke                              | Texas          |
| 709     | Coleman                           | Texas          |
| 83990   | Collin                            | Texas          |
| 260     | Collingsworth                     | Texas          |
| 1578    | Colorado                          | Texas          |
| 9288    | Comal                             | Texas          |
| 1487    | Comanche                          | Texas          |
| 320     | Concho                            | Texas          |
| 3479    | Cooke                             | Texas          |
| 7051    | Coryell                           | Texas          |
| 186     | Cottle                            | Texas          |
| 514     | Crane                             | Texas          |
| 572     | Crockett                          | Texas          |
| 525     | Crosby                            | Texas          |
| 347     | Culberson                         | Texas          |
| 921     | Dallam                            | Texas          |
| 284010  | Dallas                            | Texas          |
| 1711    | Dawson                            | Texas          |
| 1871    | DeWitt                            | Texas          |
| 2724    | Deaf Smith                        | Texas          |
| 299     | Delta                             | Texas          |
| 67158   | Denton                            | Texas          |
| 157     | Dickens                           | Texas          |
| 1540    | Dimmit                            | Texas          |
| 349     | Donley                            | Texas          |
| 1195    | Duval                             | Texas          |
| 1303    | Eastland                          | Texas          |
| 16397   | Ector                             | Texas          |
| 243     | Edwards                           | Texas          |
| 125372  | El Paso                           | Texas          |
| 21380   | Ellis                             | Texas          |
| 3995    | Erath                             | Texas          |
| 2015    | Falls                             | Texas          |
| 3236    | Fannin                            | Texas          |
| 2310    | Fayette                           | Texas          |
| 290     | Fisher                            | Texas          |
| 767     | Floyd                             | Texas          |
| 119     | Foard                             | Texas          |
| 59290   | Fort Bend                         | Texas          |
| 701     | Franklin                          | Texas          |
| 1849    | Freestone                         | Texas          |
| 2674    | Frio                              | Texas          |
| 1412    | Gaines                            | Texas          |
| 35354   | Galveston                         | Texas          |
| 375     | Garza                             | Texas          |
| 2456    | Gillespie                         | Texas          |
| 100     | Glasscock                         | Texas          |
| 438     | Goliad                            | Texas          |
| 2627    | Gonzales                          | Texas          |
| 2043    | Gray                              | Texas          |
| 10880   | Grayson                           | Texas          |
| 10731   | Gregg                             | Texas          |
| 3449    | Grimes                            | Texas          |
| 13480   | Guadalupe                         | Texas          |
| 6054    | Hale                              | Texas          |
| 423     | Hall                              | Texas          |
| 746     | Hamilton                          | Texas          |
| 820     | Hansford                          | Texas          |
| 366     | Hardeman                          | Texas          |
| 4930    | Hardin                            | Texas          |
| 359382  | Harris                            | Texas          |
| 4581    | Harrison                          | Texas          |
| 606     | Hartley                           | Texas          |
| 432     | Haskell                           | Texas          |
| 18318   | Hays                              | Texas          |
| 546     | Hemphill                          | Texas          |
| 5603    | Henderson                         | Texas          |
| 78770   | Hidalgo                           | Texas          |
| 4325    | Hill                              | Texas          |
| 2335    | Hockley                           | Texas          |
| 6249    | Hood                              | Texas          |
| 2947    | Hopkins                           | Texas          |
| 1564    | Houston                           | Texas          |
| 4507    | Howard                            | Texas          |
| 503     | Hudspeth                          | Texas          |
| 5255    | Hunt                              | Texas          |
| 1547    | Hutchinson                        | Texas          |
| 114     | Irion                             | Texas          |
| 601     | Jack                              | Texas          |
| 1704    | Jackson                           | Texas          |
| 2313    | Jasper                            | Texas          |
| 188     | Jeff Davis                        | Texas          |
| 18345   | Jefferson                         | Texas          |
| 605     | Jim Hogg                          | Texas          |
| 4001    | Jim Wells                         | Texas          |
| 18775   | Johnson                           | Texas          |
| 2771    | Jones                             | Texas          |
| 1810    | Karnes                            | Texas          |
| 15021   | Kaufman                           | Texas          |
| 3020    | Kendall                           | Texas          |
| 33      | Kenedy                            | Texas          |
| 79      | Kent                              | Texas          |
| 4234    | Kerr                              | Texas          |
| 259     | Kimble                            | Texas          |
| 13      | King                              | Texas          |
| 338     | Kinney                            | Texas          |
| 2400    | Kleberg                           | Texas          |
| 254     | Knox                              | Texas          |
| 1008    | La Salle                          | Texas          |
| 5668    | Lamar                             | Texas          |
| 1982    | Lamb                              | Texas          |
| 2065    | Lampasas                          | Texas          |
| 2307    | Lavaca                            | Texas          |
| 2049    | Lee                               | Texas          |
| 1544    | Leon                              | Texas          |
| 7114    | Liberty                           | Texas          |
| 2658    | Limestone                         | Texas          |
| 298     | Lipscomb                          | Texas          |
| 1109    | Live Oak                          | Texas          |
| 1536    | Llano                             | Texas          |
| 1       | Loving                            | Texas          |
| 48260   | Lubbock                           | Texas          |
| 608     | Lynn                              | Texas          |
| 1892    | Madison                           | Texas          |
| 521     | Marion                            | Texas          |
| 616     | Martin                            | Texas          |
| 389     | Mason                             | Texas          |
| 3212    | Matagorda                         | Texas          |
| 10230   | Maverick                          | Texas          |
| 548     | McCulloch                         | Texas          |
| 25335   | McLennan                          | Texas          |
| 83      | McMullen                          | Texas          |
| 4693    | Medina                            | Texas          |
| 206     | Menard                            | Texas          |
| 16624   | Midland                           | Texas          |
| 2374    | Milam                             | Texas          |
| 636     | Mills                             | Texas          |
| 590     | Mitchell                          | Texas          |
| 2016    | Montague                          | Texas          |
| 46244   | Montgomery                        | Texas          |
| 2262    | Moore                             | Texas          |
| 837     | Morris                            | Texas          |
| 85      | Motley                            | Texas          |
| 4155    | Nacogdoches                       | Texas          |
| 5595    | Navarro                           | Texas          |
| 571     | Newton                            | Texas          |
| 1504    | Nolan                             | Texas          |
| 38168   | Nueces                            | Texas          |
| 1036    | Ochiltree                         | Texas          |
| 243     | Oldham                            | Texas          |
| 7707    | Orange                            | Texas          |
| 2782    | Palo Pinto                        | Texas          |
| 1510    | Panola                            | Texas          |
| 14941   | Parker                            | Texas          |
| 1173    | Parmer                            | Texas          |
| 1531    | Pecos                             | Texas          |
| 2975    | Polk                              | Texas          |
| 16967   | Potter                            | Texas          |
| 797     | Presidio                          | Texas          |
| 769     | Rains                             | Texas          |
| 16272   | Randall                           | Texas          |
| 367     | Reagan                            | Texas          |
| 307     | Real                              | Texas          |
| 651     | Red River                         | Texas          |
| 1710    | Reeves                            | Texas          |
| 626     | Refugio                           | Texas          |
| 55      | Roberts                           | Texas          |
| 2024    | Robertson                         | Texas          |
| 10727   | Rockwall                          | Texas          |
| 1258    | Runnels                           | Texas          |
| 3778    | Rusk                              | Texas          |
| 495     | Sabine                            | Texas          |
| 536     | San Augustine                     | Texas          |
| 1043    | San Jacinto                       | Texas          |
| 4072    | San Patricio                      | Texas          |
| 827     | San Saba                          | Texas          |
| 232     | Schleicher                        | Texas          |
| 3381    | Scurry                            | Texas          |
| 249     | Shackelford                       | Texas          |
| 1540    | Shelby                            | Texas          |
| 199     | Sherman                           | Texas          |
| 18989   | Smith                             | Texas          |
| 1049    | Somervell                         | Texas          |
| 9003    | Starr                             | Texas          |
| 751     | Stephens                          | Texas          |
| 106     | Sterling                          | Texas          |
| 153     | Stonewall                         | Texas          |
| 469     | Sutton                            | Texas          |
| 757     | Swisher                           | Texas          |
| 244957  | Tarrant                           | Texas          |
| 15323   | Taylor                            | Texas          |
| 78      | Terrell                           | Texas          |
| 1680    | Terry                             | Texas          |
| 72      | Throckmorton                      | Texas          |
| 3622    | Titus                             | Texas          |
| 16415   | Tom Green                         | Texas          |
| 76638   | Travis                            | Texas          |
| 678     | Trinity                           | Texas          |
| 1192    | Tyler                             | Texas          |
| 3160    | Upshur                            | Texas          |
| 376     | Upton                             | Texas          |
| 3458    | Uvalde                            | Texas          |
| 7717    | Val Verde                         | Texas          |
| 4010    | Van Zandt                         | Texas          |
| 7958    | Victoria                          | Texas          |
| 8490    | Walker                            | Texas          |
| 3538    | Waller                            | Texas          |
| 1128    | Ward                              | Texas          |
| 3688    | Washington                        | Texas          |
| 42757   | Webb                              | Texas          |
| 3800    | Wharton                           | Texas          |
| 480     | Wheeler                           | Texas          |
| 14634   | Wichita                           | Texas          |
| 1871    | Wilbarger                         | Texas          |
| 2464    | Willacy                           | Texas          |
| 41350   | Williamson                        | Texas          |
| 4196    | Wilson                            | Texas          |
| 718     | Winkler                           | Texas          |
| 7013    | Wise                              | Texas          |
| 3267    | Wood                              | Texas          |
| 863     | Yoakum                            | Texas          |
| 2120    | Young                             | Texas          |
| 1742    | Zapata                            | Texas          |
| 1835    | Zavala                            | Texas          |
| 656     | Beaver                            | Utah           |
| 4881    | Box Elder                         | Utah           |
| 14991   | Cache                             | Utah           |
| 1506    | Carbon                            | Utah           |
| 37      | Daggett                           | Utah           |
| 35071   | Davis                             | Utah           |
| 1217    | Duchesne                          | Utah           |
| 823     | Emery                             | Utah           |
| 437     | Garfield                          | Utah           |
| 675     | Grand                             | Utah           |
| 5036    | Iron                              | Utah           |
| 1211    | Juab                              | Utah           |
| 575     | Kane                              | Utah           |
| 1367    | Millard                           | Utah           |
| 1132    | Morgan                            | Utah           |
| 98      | Piute                             | Utah           |
| 135     | Rich                              | Utah           |
| 139976  | Salt Lake                         | Utah           |
| 1822    | San Juan                          | Utah           |
| 3547    | Sanpete                           | Utah           |
| 2043    | Sevier                            | Utah           |
| 5053    | Summit                            | Utah           |
| 6620    | Tooele                            | Utah           |
| 1757    | Uintah                            | Utah           |
| 90840   | Utah                              | Utah           |
| 4372    | Wasatch                           | Utah           |
| 20189   | Washington                        | Utah           |
| 123     | Wayne                             | Utah           |
| 26761   | Weber                             | Utah           |
| 808     | Addison                           | Vermont        |
| 1497    | Bennington                        | Vermont        |
| 476     | Caledonia                         | Vermont        |
| 5108    | Chittenden                        | Vermont        |
| 171     | Essex                             | Vermont        |
| 1363    | Franklin                          | Vermont        |
| 125     | Grand Isle                        | Vermont        |
| 517     | Lamoille                          | Vermont        |
| 519     | Orange                            | Vermont        |
| 599     | Orleans                           | Vermont        |
| 1370    | Rutland                           | Vermont        |
| 1467    | Washington                        | Vermont        |
| 986     | Windham                           | Vermont        |
| 1070    | Windsor                           | Vermont        |
| 2625    | Accomack                          | Virginia       |
| 4973    | Albemarle                         | Virginia       |
| 10445   | Alexandria city                   | Virginia       |
| 1255    | Alleghany                         | Virginia       |
| 777     | Amelia                            | Virginia       |
| 2714    | Amherst                           | Virginia       |
| 1430    | Appomattox                        | Virginia       |
| 13433   | Arlington                         | Virginia       |
| 5246    | Augusta                           | Virginia       |
| 246     | Bath                              | Virginia       |
| 5842    | Bedford                           | Virginia       |
| 623     | Bland                             | Virginia       |
| 2271    | Botetourt                         | Virginia       |
| 1229    | Bristol city                      | Virginia       |
| 1215    | Brunswick                         | Virginia       |
| 1311    | Buchanan                          | Virginia       |
| 2047    | Buckingham                        | Virginia       |
| 847     | Buena Vista city                  | Virginia       |
| 4066    | Campbell                          | Virginia       |
| 1853    | Caroline                          | Virginia       |
| 2142    | Carroll                           | Virginia       |
| 413     | Charles City                      | Virginia       |
| 754     | Charlotte                         | Virginia       |
| 3672    | Charlottesville city              | Virginia       |
| 18519   | Chesapeake city                   | Virginia       |
| 23960   | Chesterfield                      | Virginia       |
| 782     | Clarke                            | Virginia       |
| 1413    | Colonial Heights city             | Virginia       |
| 632     | Covington city                    | Virginia       |
| 246     | Craig                             | Virginia       |
| 4123    | Culpeper                          | Virginia       |
| 396     | Cumberland                        | Virginia       |
| 4392    | Danville city                     | Virginia       |
| 879     | Dickenson                         | Virginia       |
| 1846    | Dinwiddie                         | Virginia       |
| 625     | Emporia city                      | Virginia       |
| 645     | Essex                             | Virginia       |
| 67693   | Fairfax                           | Virginia       |
| 498     | Fairfax city                      | Virginia       |
| 359     | Falls Church city                 | Virginia       |
| 4020    | Fauquier                          | Virginia       |
| 754     | Floyd                             | Virginia       |
| 1308    | Fluvanna                          | Virginia       |
| 3742    | Franklin                          | Virginia       |
| 1023    | Franklin city                     | Virginia       |
| 6843    | Frederick                         | Virginia       |
| 1792    | Fredericksburg city               | Virginia       |
| 1001    | Galax city                        | Virginia       |
| 1091    | Giles                             | Virginia       |
| 1914    | Gloucester                        | Virginia       |
| 1234    | Goochland                         | Virginia       |
| 1137    | Grayson                           | Virginia       |
| 1022    | Greene                            | Virginia       |
| 1466    | Greensville                       | Virginia       |
| 2490    | Halifax                           | Virginia       |
| 8825    | Hampton city                      | Virginia       |
| 6811    | Hanover                           | Virginia       |
| 5802    | Harrisonburg city                 | Virginia       |
| 21752   | Henrico                           | Virginia       |
| 4240    | Henry                             | Virginia       |
| 97      | Highland                          | Virginia       |
| 2163    | Hopewell city                     | Virginia       |
| 2691    | Isle of Wight                     | Virginia       |
| 3935    | James City                        | Virginia       |
| 1430    | King George                       | Virginia       |
| 950     | King William                      | Virginia       |
| 320     | King and Queen                    | Virginia       |
| 671     | Lancaster                         | Virginia       |
| 2310    | Lee                               | Virginia       |
| 1125    | Lexington city                    | Virginia       |
| 23472   | Loudoun                           | Virginia       |
| 1697    | Louisa                            | Virginia       |
| 669     | Lunenburg                         | Virginia       |
| 6946    | Lynchburg city                    | Virginia       |
| 536     | Madison                           | Virginia       |
| 1129    | Manassas Park city                | Virginia       |
| 4047    | Manassas city                     | Virginia       |
| 1512    | Martinsville city                 | Virginia       |
| 556     | Mathews                           | Virginia       |
| 2027    | Mecklenburg                       | Virginia       |
| 528     | Middlesex                         | Virginia       |
| 8075    | Montgomery                        | Virginia       |
| 819     | Nelson                            | Virginia       |
| 1266    | New Kent                          | Virginia       |
| 11735   | Newport News city                 | Virginia       |
| 15155   | Norfolk city                      | Virginia       |
| 727     | Northampton                       | Virginia       |
| 680     | Northumberland                    | Virginia       |
| 242     | Norton city                       | Virginia       |
| 1822    | Nottoway                          | Virginia       |
| 1874    | Orange                            | Virginia       |
| 1842    | Page                              | Virginia       |
| 1230    | Patrick                           | Virginia       |
| 3244    | Petersburg city                   | Virginia       |
| 4795    | Pittsylvania                      | Virginia       |
| 732     | Poquoson city                     | Virginia       |
| 7824    | Portsmouth city                   | Virginia       |
| 1668    | Powhatan                          | Virginia       |
| 1974    | Prince Edward                     | Virginia       |
| 3044    | Prince George                     | Virginia       |
| 39936   | Prince William                    | Virginia       |
| 2337    | Pulaski                           | Virginia       |
| 1904    | Radford city                      | Virginia       |
| 308     | Rappahannock                      | Virginia       |
| 1389    | Richmond                          | Virginia       |
| 15021   | Richmond city                     | Virginia       |
| 7453    | Roanoke                           | Virginia       |
| 7636    | Roanoke city                      | Virginia       |
| 1315    | Rockbridge                        | Virginia       |
| 6123    | Rockingham                        | Virginia       |
| 2046    | Russell                           | Virginia       |
| 1879    | Salem city                        | Virginia       |
| 1606    | Scott                             | Virginia       |
| 3752    | Shenandoah                        | Virginia       |
| 2526    | Smyth                             | Virginia       |
| 1861    | Southampton                       | Virginia       |
| 8439    | Spotsylvania                      | Virginia       |
| 9671    | Stafford                          | Virginia       |
| 2473    | Staunton city                     | Virginia       |
| 7017    | Suffolk city                      | Virginia       |
| 377     | Surry                             | Virginia       |
| 1085    | Sussex                            | Virginia       |
| 3241    | Tazewell                          | Virginia       |
| 31131   | Virginia Beach city               | Virginia       |
| 2330    | Warren                            | Virginia       |
| 4311    | Washington                        | Virginia       |
| 2165    | Waynesboro city                   | Virginia       |
| 1124    | Westmoreland                      | Virginia       |
| 545     | Williamsburg city                 | Virginia       |
| 2485    | Winchester city                   | Virginia       |
| 2901    | Wise                              | Virginia       |
| 2051    | Wythe                             | Virginia       |
| 3114    | York                              | Virginia       |
| 1931    | Adams                             | Washington     |
| 1292    | Asotin                            | Washington     |
| 15169   | Benton                            | Washington     |
| 6262    | Chelan                            | Washington     |
| 988     | Clallam                           | Washington     |
| 19142   | Clark                             | Washington     |
| 115     | Columbia                          | Washington     |
| 4447    | Cowlitz                           | Washington     |
| 3274    | Douglas                           | Washington     |
| 210     | Ferry                             | Washington     |
| 11247   | Franklin                          | Washington     |
| 117     | Garfield                          | Washington     |
| 9007    | Grant                             | Washington     |
| 3404    | Grays Harbor                      | Washington     |
| 1363    | Island                            | Washington     |
| 338     | Jefferson                         | Washington     |
| 85017   | King                              | Washington     |
| 5863    | Kitsap                            | Washington     |
| 2296    | Kittitas                          | Washington     |
| 664     | Klickitat                         | Washington     |
| 3758    | Lewis                             | Washington     |
| 341     | Lincoln                           | Washington     |
| 2353    | Mason                             | Washington     |
| 2181    | Okanogan                          | Washington     |
| 747     | Pacific                           | Washington     |
| 639     | Pend Oreille                      | Washington     |
| 39037   | Pierce                            | Washington     |
| 122     | San Juan                          | Washington     |
| 4531    | Skagit                            | Washington     |
| 256     | Skamania                          | Washington     |
| 31299   | Snohomish                         | Washington     |
| 37688   | Spokane                           | Washington     |
| 1662    | Stevens                           | Washington     |
| 7373    | Thurston                          | Washington     |
| 99      | Wahkiakum                         | Washington     |
| 4802    | Walla Walla                       | Washington     |
| 6953    | Whatcom                           | Washington     |
| 3434    | Whitman                           | Washington     |
| 27971   | Yakima                            | Washington     |
| 1263    | Barbour                           | West Virginia  |
| 9820    | Berkeley                          | West Virginia  |
| 1614    | Boone                             | West Virginia  |
| 784     | Braxton                           | West Virginia  |
| 2033    | Brooke                            | West Virginia  |
| 7905    | Cabell                            | West Virginia  |
| 232     | Calhoun                           | West Virginia  |
| 382     | Clay                              | West Virginia  |
| 472     | Doddridge                         | West Virginia  |
| 2721    | Fayette                           | West Virginia  |
| 721     | Gilmer                            | West Virginia  |
| 1093    | Grant                             | West Virginia  |
| 2434    | Greenbrier                        | West Virginia  |
| 1552    | Hampshire                         | West Virginia  |
| 2605    | Hancock                           | West Virginia  |
| 1287    | Hardy                             | West Virginia  |
| 4901    | Harrison                          | West Virginia  |
| 1678    | Jackson                           | West Virginia  |
| 3678    | Jefferson                         | West Virginia  |
| 12226   | Kanawha                           | West Virginia  |
| 1055    | Lewis                             | West Virginia  |
| 1239    | Lincoln                           | West Virginia  |
| 2731    | Logan                             | West Virginia  |
| 3726    | Marion                            | West Virginia  |
| 3059    | Marshall                          | West Virginia  |
| 1792    | Mason                             | West Virginia  |
| 1379    | McDowell                          | West Virginia  |
| 4253    | Mercer                            | West Virginia  |
| 2595    | Mineral                           | West Virginia  |
| 2147    | Mingo                             | West Virginia  |
| 8175    | Monongalia                        | West Virginia  |
| 967     | Monroe                            | West Virginia  |
| 938     | Morgan                            | West Virginia  |
| 1200    | Nicholas                          | West Virginia  |
| 3680    | Ohio                              | West Virginia  |
| 622     | Pendleton                         | West Virginia  |
| 806     | Pleasants                         | West Virginia  |
| 597     | Pocahontas                        | West Virginia  |
| 2572    | Preston                           | West Virginia  |
| 4290    | Putnam                            | West Virginia  |
| 4821    | Raleigh                           | West Virginia  |
| 2412    | Randolph                          | West Virginia  |
| 626     | Ritchie                           | West Virginia  |
| 603     | Roane                             | West Virginia  |
| 708     | Summers                           | West Virginia  |
| 1102    | Taylor                            | West Virginia  |
| 508     | Tucker                            | West Virginia  |
| 630     | Tyler                             | West Virginia  |
| 1713    | Upshur                            | West Virginia  |
| 2636    | Wayne                             | West Virginia  |
| 330     | Webster                           | West Virginia  |
| 1102    | Wetzel                            | West Virginia  |
| 360     | Wirt                              | West Virginia  |
| 7154    | Wood                              | West Virginia  |
| 1754    | Wyoming                           | West Virginia  |
| 1754    | Adams                             | Wisconsin      |
| 1244    | Ashland                           | Wisconsin      |
| 5582    | Barron                            | Wisconsin      |
| 1144    | Bayfield                          | Wisconsin      |
| 32924   | Brown                             | Wisconsin      |
| 1354    | Buffalo                           | Wisconsin      |
| 1351    | Burnett                           | Wisconsin      |
| 6051    | Calumet                           | Wisconsin      |
| 7259    | Chippewa                          | Wisconsin      |
| 3549    | Clark                             | Wisconsin      |
| 5451    | Columbia                          | Wisconsin      |
| 1720    | Crawford                          | Wisconsin      |
| 42524   | Dane                              | Wisconsin      |
| 12240   | Dodge                             | Wisconsin      |
| 2629    | Door                              | Wisconsin      |
| 4266    | Douglas                           | Wisconsin      |
| 4633    | Dunn                              | Wisconsin      |
